Fiscal Year,Agency Number,Agency Name,County,Major Spending Category,Amount
2021,102,HOUSE OF REPRESENTATIVES,ELLIS,SALARIES AND WAGES,153573.09
2021,102,HOUSE OF REPRESENTATIVES,EL PASO,SALARIES AND WAGES,501437.94
2021,102,HOUSE OF REPRESENTATIVES,ERATH,SALARIES AND WAGES,5985.71
2021,102,HOUSE OF REPRESENTATIVES,FORT BEND,SALARIES AND WAGES,368085.22
2021,102,HOUSE OF REPRESENTATIVES,GALVESTON,SALARIES AND WAGES,130367.66
2021,102,HOUSE OF REPRESENTATIVES,GILLESPIE,SALARIES AND WAGES,36168.28
2021,102,HOUSE OF REPRESENTATIVES,GONZALES,SALARIES AND WAGES,76980
2021,102,HOUSE OF REPRESENTATIVES,GRAY,SALARIES AND WAGES,10800
2021,102,HOUSE OF REPRESENTATIVES,GRAYSON,SALARIES AND WAGES,35823.08
2021,102,HOUSE OF REPRESENTATIVES,GREGG,SALARIES AND WAGES,41420
2021,102,HOUSE OF REPRESENTATIVES,GRIMES,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,GUADALUPE,SALARIES AND WAGES,109508.71
2021,102,HOUSE OF REPRESENTATIVES,HARDIN,SALARIES AND WAGES,42926
2021,102,HOUSE OF REPRESENTATIVES,HARRIS,SALARIES AND WAGES,1713063.66
2021,102,HOUSE OF REPRESENTATIVES,HARRISON,SALARIES AND WAGES,53160
2021,102,HOUSE OF REPRESENTATIVES,HASKELL,SALARIES AND WAGES,16800
2021,102,HOUSE OF REPRESENTATIVES,HAYS,SALARIES AND WAGES,1810444.66
2021,102,HOUSE OF REPRESENTATIVES,HEMPHILL,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,HENDERSON,SALARIES AND WAGES,40620
2021,102,HOUSE OF REPRESENTATIVES,HIDALGO,SALARIES AND WAGES,493014.8
2021,102,HOUSE OF REPRESENTATIVES,HILL,SALARIES AND WAGES,45470
2021,102,HOUSE OF REPRESENTATIVES,HOOD,SALARIES AND WAGES,66045
2021,102,HOUSE OF REPRESENTATIVES,HOPKINS,SALARIES AND WAGES,10287.5
2021,102,HOUSE OF REPRESENTATIVES,HUNT,SALARIES AND WAGES,6495.17
2021,102,HOUSE OF REPRESENTATIVES,JACK,SALARIES AND WAGES,19141.86
2021,102,HOUSE OF REPRESENTATIVES,JEFFERSON,SALARIES AND WAGES,235393.34
2021,102,HOUSE OF REPRESENTATIVES,JOHNSON,SALARIES AND WAGES,14785.71
2021,102,HOUSE OF REPRESENTATIVES,KAUFMAN,SALARIES AND WAGES,15700
2021,102,HOUSE OF REPRESENTATIVES,KENDALL,SALARIES AND WAGES,60980
2021,102,HOUSE OF REPRESENTATIVES,KERR,SALARIES AND WAGES,53193.09
2021,102,HOUSE OF REPRESENTATIVES,KIMBLE,SALARIES AND WAGES,8485.71
2021,102,HOUSE OF REPRESENTATIVES,KLEBERG,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,LEE,SALARIES AND WAGES,8815
2021,102,HOUSE OF REPRESENTATIVES,LIBERTY,SALARIES AND WAGES,47785.71
2021,102,HOUSE OF REPRESENTATIVES,LLANO,SALARIES AND WAGES,9000
2021,102,HOUSE OF REPRESENTATIVES,LUBBOCK,SALARIES AND WAGES,132442.49
2021,102,HOUSE OF REPRESENTATIVES,MARION,SALARIES AND WAGES,19500
2021,102,HOUSE OF REPRESENTATIVES,MATAGORDA,SALARIES AND WAGES,8545.45
2021,102,HOUSE OF REPRESENTATIVES,MAVERICK,SALARIES AND WAGES,35259.52
2021,102,HOUSE OF REPRESENTATIVES,MCLENNAN,SALARIES AND WAGES,79755.61
2021,102,HOUSE OF REPRESENTATIVES,MIDLAND,SALARIES AND WAGES,55260
2021,102,HOUSE OF REPRESENTATIVES,MONTGOMERY,SALARIES AND WAGES,202498.12
2021,102,HOUSE OF REPRESENTATIVES,NACOGDOCHES,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,NAVARRO,SALARIES AND WAGES,95721.68
2021,102,HOUSE OF REPRESENTATIVES,NUECES,SALARIES AND WAGES,236363.69
2021,102,HOUSE OF REPRESENTATIVES,ORANGE,SALARIES AND WAGES,123374.54
2021,102,HOUSE OF REPRESENTATIVES,PALO PINTO,SALARIES AND WAGES,20753.69
2021,102,HOUSE OF REPRESENTATIVES,PARKER,SALARIES AND WAGES,127067.86
2021,102,HOUSE OF REPRESENTATIVES,RANDALL,SALARIES AND WAGES,44821.44
2021,102,HOUSE OF REPRESENTATIVES,ROCKWALL,SALARIES AND WAGES,53503.97
2021,102,HOUSE OF REPRESENTATIVES,SAN JACINTO,SALARIES AND WAGES,11522.91
2021,102,HOUSE OF REPRESENTATIVES,SAN PATRICIO,SALARIES AND WAGES,87328.57
2021,102,HOUSE OF REPRESENTATIVES,SHELBY,SALARIES AND WAGES,55250
2021,102,HOUSE OF REPRESENTATIVES,SMITH,SALARIES AND WAGES,140645.8
2021,102,HOUSE OF REPRESENTATIVES,STARR,SALARIES AND WAGES,59877.23
2021,102,HOUSE OF REPRESENTATIVES,TARRANT,SALARIES AND WAGES,899341.1
2021,102,HOUSE OF REPRESENTATIVES,TAYLOR,SALARIES AND WAGES,70960
2021,102,HOUSE OF REPRESENTATIVES,TITUS,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,TOM GREEN,SALARIES AND WAGES,51213.34
2021,102,HOUSE OF REPRESENTATIVES,TRAVIS,SALARIES AND WAGES,18679279.51
2021,102,HOUSE OF REPRESENTATIVES,TYLER,SALARIES AND WAGES,58773.59
2021,102,HOUSE OF REPRESENTATIVES,UVALDE,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,VAL VERDE,SALARIES AND WAGES,27256.43
2021,102,HOUSE OF REPRESENTATIVES,VAN ZANDT,SALARIES AND WAGES,26442.21
2021,102,HOUSE OF REPRESENTATIVES,VICTORIA,SALARIES AND WAGES,51932.14
2021,102,HOUSE OF REPRESENTATIVES,WALKER,SALARIES AND WAGES,25500
2021,102,HOUSE OF REPRESENTATIVES,WASHINGTON,SALARIES AND WAGES,32400
2021,102,HOUSE OF REPRESENTATIVES,WEBB,SALARIES AND WAGES,78471.59
2021,102,HOUSE OF REPRESENTATIVES,WHARTON,SALARIES AND WAGES,7200
2021,102,HOUSE OF REPRESENTATIVES,WICHITA,SALARIES AND WAGES,124940
2021,102,HOUSE OF REPRESENTATIVES,WILLIAMSON,SALARIES AND WAGES,2828063.25
2021,102,HOUSE OF REPRESENTATIVES,WOOD,SALARIES AND WAGES,30690
2021,102,HOUSE OF REPRESENTATIVES,,EMPLOYEE BENEFITS,36338.19
2021,102,HOUSE OF REPRESENTATIVES,ANDERSON,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,ANGELINA,EMPLOYEE BENEFITS,27280.39
2021,102,HOUSE OF REPRESENTATIVES,AUSTIN,EMPLOYEE BENEFITS,36029.67
2021,102,HOUSE OF REPRESENTATIVES,BASTROP,EMPLOYEE BENEFITS,114213.22
2021,102,HOUSE OF REPRESENTATIVES,BELL,EMPLOYEE BENEFITS,68582.27
2021,102,HOUSE OF REPRESENTATIVES,BEXAR,EMPLOYEE BENEFITS,307842.32
2021,102,HOUSE OF REPRESENTATIVES,BLANCO,EMPLOYEE BENEFITS,8587.05
2021,102,HOUSE OF REPRESENTATIVES,BOSQUE,EMPLOYEE BENEFITS,7228.98
2021,102,HOUSE OF REPRESENTATIVES,BOWIE,EMPLOYEE BENEFITS,10695.46
2021,102,HOUSE OF REPRESENTATIVES,BRAZORIA,EMPLOYEE BENEFITS,50035.23
2021,102,HOUSE OF REPRESENTATIVES,BRAZOS,EMPLOYEE BENEFITS,43513.63
2021,102,HOUSE OF REPRESENTATIVES,BROWN,EMPLOYEE BENEFITS,14062.43
2021,102,HOUSE OF REPRESENTATIVES,BURNET,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,CALDWELL,EMPLOYEE BENEFITS,44548.59
2021,102,HOUSE OF REPRESENTATIVES,CAMERON,EMPLOYEE BENEFITS,67893.88
2021,102,HOUSE OF REPRESENTATIVES,CHAMBERS,EMPLOYEE BENEFITS,11587.58
2021,102,HOUSE OF REPRESENTATIVES,COLLIN,EMPLOYEE BENEFITS,121638.38
2021,102,HOUSE OF REPRESENTATIVES,COLORADO,EMPLOYEE BENEFITS,52594.49
2021,102,HOUSE OF REPRESENTATIVES,COMAL,EMPLOYEE BENEFITS,76205.24
2021,102,HOUSE OF REPRESENTATIVES,COOKE,EMPLOYEE BENEFITS,6655.76
2021,102,HOUSE OF REPRESENTATIVES,CORYELL,EMPLOYEE BENEFITS,6612.66
2021,102,HOUSE OF REPRESENTATIVES,CROSBY,EMPLOYEE BENEFITS,8410.32
2021,102,HOUSE OF REPRESENTATIVES,DALLAS,EMPLOYEE BENEFITS,466808.11
2021,102,HOUSE OF REPRESENTATIVES,DENTON,EMPLOYEE BENEFITS,163735.82
2021,102,HOUSE OF REPRESENTATIVES,DEWITT,EMPLOYEE BENEFITS,6147.32
2021,102,HOUSE OF REPRESENTATIVES,DUVAL,EMPLOYEE BENEFITS,4930.92
2021,102,HOUSE OF REPRESENTATIVES,EASTLAND,EMPLOYEE BENEFITS,1200.07
2021,102,HOUSE OF REPRESENTATIVES,ECTOR,EMPLOYEE BENEFITS,7998.01
2021,102,HOUSE OF REPRESENTATIVES,ELLIS,EMPLOYEE BENEFITS,52656.91
2021,102,HOUSE OF REPRESENTATIVES,EL PASO,EMPLOYEE BENEFITS,171932.27
2021,102,HOUSE OF REPRESENTATIVES,ERATH,EMPLOYEE BENEFITS,2052.37
2021,102,HOUSE OF REPRESENTATIVES,FORT BEND,EMPLOYEE BENEFITS,126208.5
2021,102,HOUSE OF REPRESENTATIVES,GALVESTON,EMPLOYEE BENEFITS,44700.26
2021,102,HOUSE OF REPRESENTATIVES,GILLESPIE,EMPLOYEE BENEFITS,12401.32
2021,102,HOUSE OF REPRESENTATIVES,GONZALES,EMPLOYEE BENEFITS,26394.78
2021,102,HOUSE OF REPRESENTATIVES,GRAY,EMPLOYEE BENEFITS,3703.09
2021,102,HOUSE OF REPRESENTATIVES,GRAYSON,EMPLOYEE BENEFITS,12282.96
2021,102,HOUSE OF REPRESENTATIVES,GREGG,EMPLOYEE BENEFITS,14202.03
2021,102,HOUSE OF REPRESENTATIVES,GRIMES,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,GUADALUPE,EMPLOYEE BENEFITS,37548.18
2021,102,HOUSE OF REPRESENTATIVES,HARDIN,EMPLOYEE BENEFITS,14718.4
2021,102,HOUSE OF REPRESENTATIVES,HARRIS,EMPLOYEE BENEFITS,587372.65
2021,102,HOUSE OF REPRESENTATIVES,HARRISON,EMPLOYEE BENEFITS,18227.42
2021,102,HOUSE OF REPRESENTATIVES,HASKELL,EMPLOYEE BENEFITS,5760.36
2021,102,HOUSE OF REPRESENTATIVES,HAYS,EMPLOYEE BENEFITS,620762.49
2021,102,HOUSE OF REPRESENTATIVES,HEMPHILL,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,HENDERSON,EMPLOYEE BENEFITS,13927.72
2021,102,HOUSE OF REPRESENTATIVES,HIDALGO,EMPLOYEE BENEFITS,169044.16
2021,102,HOUSE OF REPRESENTATIVES,HILL,EMPLOYEE BENEFITS,15590.68
2021,102,HOUSE OF REPRESENTATIVES,HOOD,EMPLOYEE BENEFITS,22645.41
2021,102,HOUSE OF REPRESENTATIVES,HOPKINS,EMPLOYEE BENEFITS,3527.36
2021,102,HOUSE OF REPRESENTATIVES,HUNT,EMPLOYEE BENEFITS,2227.05
2021,102,HOUSE OF REPRESENTATIVES,JACK,EMPLOYEE BENEFITS,6563.33
2021,102,HOUSE OF REPRESENTATIVES,JEFFERSON,EMPLOYEE BENEFITS,80711.31
2021,102,HOUSE OF REPRESENTATIVES,JOHNSON,EMPLOYEE BENEFITS,5069.7
2021,102,HOUSE OF REPRESENTATIVES,KAUFMAN,EMPLOYEE BENEFITS,5383.19
2021,102,HOUSE OF REPRESENTATIVES,KENDALL,EMPLOYEE BENEFITS,20908.73
2021,102,HOUSE OF REPRESENTATIVES,KERR,EMPLOYEE BENEFITS,18238.77
2021,102,HOUSE OF REPRESENTATIVES,KIMBLE,EMPLOYEE BENEFITS,2909.57
2021,102,HOUSE OF REPRESENTATIVES,KLEBERG,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,LEE,EMPLOYEE BENEFITS,3022.47
2021,102,HOUSE OF REPRESENTATIVES,LIBERTY,EMPLOYEE BENEFITS,16384.69
2021,102,HOUSE OF REPRESENTATIVES,LLANO,EMPLOYEE BENEFITS,3085.91
2021,102,HOUSE OF REPRESENTATIVES,LUBBOCK,EMPLOYEE BENEFITS,45411.68
2021,102,HOUSE OF REPRESENTATIVES,MARION,EMPLOYEE BENEFITS,6686.13
2021,102,HOUSE OF REPRESENTATIVES,MATAGORDA,EMPLOYEE BENEFITS,2930.05
2021,102,HOUSE OF REPRESENTATIVES,MAVERICK,EMPLOYEE BENEFITS,12089.73
2021,102,HOUSE OF REPRESENTATIVES,MCLENNAN,EMPLOYEE BENEFITS,27346.48
2021,102,HOUSE OF REPRESENTATIVES,MIDLAND,EMPLOYEE BENEFITS,18947.46
2021,102,HOUSE OF REPRESENTATIVES,MONTGOMERY,EMPLOYEE BENEFITS,69432.25
2021,102,HOUSE OF REPRESENTATIVES,NACOGDOCHES,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,NAVARRO,EMPLOYEE BENEFITS,32820.9
2021,102,HOUSE OF REPRESENTATIVES,NUECES,EMPLOYEE BENEFITS,81044.02
2021,102,HOUSE OF REPRESENTATIVES,ORANGE,EMPLOYEE BENEFITS,42302.47
2021,102,HOUSE OF REPRESENTATIVES,PALO PINTO,EMPLOYEE BENEFITS,7115.99
2021,102,HOUSE OF REPRESENTATIVES,PARKER,EMPLOYEE BENEFITS,43568.83
2021,102,HOUSE OF REPRESENTATIVES,RANDALL,EMPLOYEE BENEFITS,15368.31
2021,102,HOUSE OF REPRESENTATIVES,ROCKWALL,EMPLOYEE BENEFITS,18345.36
2021,102,HOUSE OF REPRESENTATIVES,SAN JACINTO,EMPLOYEE BENEFITS,3950.96
2021,102,HOUSE OF REPRESENTATIVES,SAN PATRICIO,EMPLOYEE BENEFITS,29943.09
2021,102,HOUSE OF REPRESENTATIVES,SHELBY,EMPLOYEE BENEFITS,18944.04
2021,102,HOUSE OF REPRESENTATIVES,SMITH,EMPLOYEE BENEFITS,48224.42
2021,102,HOUSE OF REPRESENTATIVES,STARR,EMPLOYEE BENEFITS,20530.61
2021,102,HOUSE OF REPRESENTATIVES,TARRANT,EMPLOYEE BENEFITS,308364.7
2021,102,HOUSE OF REPRESENTATIVES,TAYLOR,EMPLOYEE BENEFITS,24330.66
2021,102,HOUSE OF REPRESENTATIVES,TITUS,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,TOM GREEN,EMPLOYEE BENEFITS,17559.95
2021,102,HOUSE OF REPRESENTATIVES,TRAVIS,EMPLOYEE BENEFITS,6404722.76
2021,102,HOUSE OF REPRESENTATIVES,TYLER,EMPLOYEE BENEFITS,20152.2
2021,102,HOUSE OF REPRESENTATIVES,UVALDE,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,VAL VERDE,EMPLOYEE BENEFITS,9345.64
2021,102,HOUSE OF REPRESENTATIVES,VAN ZANDT,EMPLOYEE BENEFITS,9066.46
2021,102,HOUSE OF REPRESENTATIVES,VICTORIA,EMPLOYEE BENEFITS,17806.41
2021,102,HOUSE OF REPRESENTATIVES,WALKER,EMPLOYEE BENEFITS,8743.4
2021,102,HOUSE OF REPRESENTATIVES,WASHINGTON,EMPLOYEE BENEFITS,11109.26
2021,102,HOUSE OF REPRESENTATIVES,WEBB,EMPLOYEE BENEFITS,26906.22
2021,102,HOUSE OF REPRESENTATIVES,WHARTON,EMPLOYEE BENEFITS,2468.72
2021,102,HOUSE OF REPRESENTATIVES,WICHITA,EMPLOYEE BENEFITS,42839.24
2021,102,HOUSE OF REPRESENTATIVES,WILLIAMSON,EMPLOYEE BENEFITS,969682
2021,102,HOUSE OF REPRESENTATIVES,WOOD,EMPLOYEE BENEFITS,10522.94
2021,102,HOUSE OF REPRESENTATIVES,,SUPPLIES AND MATERIALS,193246.38
2021,102,HOUSE OF REPRESENTATIVES,ANGELINA,SUPPLIES AND MATERIALS,286
2021,102,HOUSE OF REPRESENTATIVES,ARANSAS,SUPPLIES AND MATERIALS,57
2021,102,HOUSE OF REPRESENTATIVES,ARCHER,SUPPLIES AND MATERIALS,35
2021,102,HOUSE OF REPRESENTATIVES,ARMSTRONG,SUPPLIES AND MATERIALS,35
2021,102,HOUSE OF REPRESENTATIVES,ATASCOSA,SUPPLIES AND MATERIALS,45
2021,102,HOUSE OF REPRESENTATIVES,AUSTIN,SUPPLIES AND MATERIALS,102
2021,102,HOUSE OF REPRESENTATIVES,BAILEY,SUPPLIES AND MATERIALS,40
2021,102,HOUSE OF REPRESENTATIVES,BANDERA,SUPPLIES AND MATERIALS,45
2021,102,HOUSE OF REPRESENTATIVES,BASTROP,SUPPLIES AND MATERIALS,44
2021,102,HOUSE OF REPRESENTATIVES,BAYLOR,SUPPLIES AND MATERIALS,31
2021,102,HOUSE OF REPRESENTATIVES,BEE,SUPPLIES AND MATERIALS,135
2021,102,HOUSE OF REPRESENTATIVES,BELL,SUPPLIES AND MATERIALS,281
2021,102,HOUSE OF REPRESENTATIVES,BEXAR,SUPPLIES AND MATERIALS,1376.61
2021,102,HOUSE OF REPRESENTATIVES,BLANCO,SUPPLIES AND MATERIALS,110
2021,102,HOUSE OF REPRESENTATIVES,BORDEN,SUPPLIES AND MATERIALS,12
2021,102,HOUSE OF REPRESENTATIVES,BOSQUE,SUPPLIES AND MATERIALS,30
2021,102,HOUSE OF REPRESENTATIVES,BOWIE,SUPPLIES AND MATERIALS,25
2021,102,HOUSE OF REPRESENTATIVES,BRAZORIA,SUPPLIES AND MATERIALS,51
2021,102,HOUSE OF REPRESENTATIVES,BRAZOS,SUPPLIES AND MATERIALS,301.72
2021,102,HOUSE OF REPRESENTATIVES,BRISCOE,SUPPLIES AND MATERIALS,80
2021,102,HOUSE OF REPRESENTATIVES,BROOKS,SUPPLIES AND MATERIALS,35
2021,102,HOUSE OF REPRESENTATIVES,BROWN,SUPPLIES AND MATERIALS,225
2021,102,HOUSE OF REPRESENTATIVES,BURLESON,SUPPLIES AND MATERIALS,62
2021,102,HOUSE OF REPRESENTATIVES,BURNET,SUPPLIES AND MATERIALS,39
2021,102,HOUSE OF REPRESENTATIVES,CALDWELL,SUPPLIES AND MATERIALS,42
2021,102,HOUSE OF REPRESENTATIVES,CALHOUN,SUPPLIES AND MATERIALS,62.5
2021,102,HOUSE OF REPRESENTATIVES,CALLAHAN,SUPPLIES AND MATERIALS,48
2021,102,HOUSE OF REPRESENTATIVES,CAMERON,SUPPLIES AND MATERIALS,166.4
2021,102,HOUSE OF REPRESENTATIVES,CARSON,SUPPLIES AND MATERIALS,117.5
2021,102,HOUSE OF REPRESENTATIVES,CASS,SUPPLIES AND MATERIALS,50
2021,102,HOUSE OF REPRESENTATIVES,CASTRO,SUPPLIES AND MATERIALS,45
2021,102,HOUSE OF REPRESENTATIVES,CHILDRESS,SUPPLIES AND MATERIALS,19.95
2021,102,HOUSE OF REPRESENTATIVES,CLAY,SUPPLIES AND MATERIALS,41
2021,102,HOUSE OF REPRESENTATIVES,COKE,SUPPLIES AND MATERIALS,35
2021,102,HOUSE OF REPRESENTATIVES,COLLIN,SUPPLIES AND MATERIALS,915.2
2021,102,HOUSE OF REPRESENTATIVES,COLORADO,SUPPLIES AND MATERIALS,133.5
2021,102,HOUSE OF REPRESENTATIVES,COOKE,SUPPLIES AND MATERIALS,83.71
2021,102,HOUSE OF REPRESENTATIVES,CRANE,SUPPLIES AND MATERIALS,31
2021,102,HOUSE OF REPRESENTATIVES,CROCKETT,SUPPLIES AND MATERIALS,47
2021,102,HOUSE OF REPRESENTATIVES,DALLAM,SUPPLIES AND MATERIALS,71.95
2021,102,HOUSE OF REPRESENTATIVES,DALLAS,SUPPLIES AND MATERIALS,120040.97
2021,102,HOUSE OF REPRESENTATIVES,DAWSON,SUPPLIES AND MATERIALS,51
2021,102,HOUSE OF REPRESENTATIVES,DEAF SMITH,SUPPLIES AND MATERIALS,59
2021,102,HOUSE OF REPRESENTATIVES,DELTA,SUPPLIES AND MATERIALS,42
2021,102,HOUSE OF REPRESENTATIVES,DEWITT,SUPPLIES AND MATERIALS,24
2021,102,HOUSE OF REPRESENTATIVES,DICKENS,SUPPLIES AND MATERIALS,10
2021,102,HOUSE OF REPRESENTATIVES,DIMMIT,SUPPLIES AND MATERIALS,40
2021,102,HOUSE OF REPRESENTATIVES,DONLEY,SUPPLIES AND MATERIALS,40
2021,102,HOUSE OF REPRESENTATIVES,DUVAL,SUPPLIES AND MATERIALS,70
2021,102,HOUSE OF REPRESENTATIVES,EASTLAND,SUPPLIES AND MATERIALS,65
2021,102,HOUSE OF REPRESENTATIVES,ECTOR,SUPPLIES AND MATERIALS,83.88
2021,102,HOUSE OF REPRESENTATIVES,EDWARDS,SUPPLIES AND MATERIALS,30
2021,102,HOUSE OF REPRESENTATIVES,ELLIS,SUPPLIES AND MATERIALS,213.2
2021,102,HOUSE OF REPRESENTATIVES,EL PASO,SUPPLIES AND MATERIALS,65
2021,102,HOUSE OF REPRESENTATIVES,FANNIN,SUPPLIES AND MATERIALS,40
2021,102,HOUSE OF REPRESENTATIVES,FAYETTE,SUPPLIES AND MATERIALS,163
2021,102,HOUSE OF REPRESENTATIVES,FLOYD,SUPPLIES AND MATERIALS,19.95
2021,102,HOUSE OF REPRESENTATIVES,FOARD,SUPPLIES AND MATERIALS,22
2021,102,HOUSE OF REPRESENTATIVES,FORT BEND,SUPPLIES AND MATERIALS,100
2021,102,HOUSE OF REPRESENTATIVES,FRANKLIN,SUPPLIES AND MATERIALS,39
2021,102,HOUSE OF REPRESENTATIVES,FRIO,SUPPLIES AND MATERIALS,72
2021,102,HOUSE OF REPRESENTATIVES,GAINES,SUPPLIES AND MATERIALS,59.75
2021,102,HOUSE OF REPRESENTATIVES,GALVESTON,SUPPLIES AND MATERIALS,927
2021,102,HOUSE OF REPRESENTATIVES,GONZALES,SUPPLIES AND MATERIALS,366
2021,102,HOUSE OF REPRESENTATIVES,GRAY,SUPPLIES AND MATERIALS,114
2021,102,HOUSE OF REPRESENTATIVES,GRAYSON,SUPPLIES AND MATERIALS,77
2021,102,HOUSE OF REPRESENTATIVES,GREGG,SUPPLIES AND MATERIALS,305.5
2021,102,HOUSE OF REPRESENTATIVES,GRIMES,SUPPLIES AND MATERIALS,47
2021,102,HOUSE OF REPRESENTATIVES,GUADALUPE,SUPPLIES AND MATERIALS,145
2021,102,HOUSE OF REPRESENTATIVES,HANSFORD,SUPPLIES AND MATERIALS,40
2021,102,HOUSE OF REPRESENTATIVES,HARDIN,SUPPLIES AND MATERIALS,30
2021,102,HOUSE OF REPRESENTATIVES,HARRIS,SUPPLIES AND MATERIALS,63735.03
2021,102,HOUSE OF REPRESENTATIVES,HAYS,SUPPLIES AND MATERIALS,328
2021,102,HOUSE OF REPRESENTATIVES,HEMPHILL,SUPPLIES AND MATERIALS,55
2021,102,HOUSE OF REPRESENTATIVES,HIDALGO,SUPPLIES AND MATERIALS,1189.32
2021,102,HOUSE OF REPRESENTATIVES,HOCKLEY,SUPPLIES AND MATERIALS,50
2021,102,HOUSE OF REPRESENTATIVES,HOOD,SUPPLIES AND MATERIALS,65
2021,102,HOUSE OF REPRESENTATIVES,HOPKINS,SUPPLIES AND MATERIALS,65
2021,102,HOUSE OF REPRESENTATIVES,HOUSTON,SUPPLIES AND MATERIALS,68
2021,102,HOUSE OF REPRESENTATIVES,HUNT,SUPPLIES AND MATERIALS,192.99
2021,102,HOUSE OF REPRESENTATIVES,HUTCHINSON,SUPPLIES AND MATERIALS,240
2021,102,HOUSE OF REPRESENTATIVES,JASPER,SUPPLIES AND MATERIALS,95
2021,102,HOUSE OF REPRESENTATIVES,JEFFERSON,SUPPLIES AND MATERIALS,107.12
2021,102,HOUSE OF REPRESENTATIVES,JIM HOGG,SUPPLIES AND MATERIALS,40
2021,102,HOUSE OF REPRESENTATIVES,JIM WELLS,SUPPLIES AND MATERIALS,531
2021,102,HOUSE OF REPRESENTATIVES,JOHNSON,SUPPLIES AND MATERIALS,54.95
2021,102,HOUSE OF REPRESENTATIVES,JONES,SUPPLIES AND MATERIALS,42
2021,102,HOUSE OF REPRESENTATIVES,KAUFMAN,SUPPLIES AND MATERIALS,102
2021,102,HOUSE OF REPRESENTATIVES,KERR,SUPPLIES AND MATERIALS,267.5
2021,102,HOUSE OF REPRESENTATIVES,KIMBLE,SUPPLIES AND MATERIALS,25
2021,102,HOUSE OF REPRESENTATIVES,KLEBERG,SUPPLIES AND MATERIALS,110
2021,102,HOUSE OF REPRESENTATIVES,LAMAR,SUPPLIES AND MATERIALS,226
2021,102,HOUSE OF REPRESENTATIVES,LAMB,SUPPLIES AND MATERIALS,48
2021,102,HOUSE OF REPRESENTATIVES,LAMPASAS,SUPPLIES AND MATERIALS,47
2021,102,HOUSE OF REPRESENTATIVES,LAVACA,SUPPLIES AND MATERIALS,188
2021,102,HOUSE OF REPRESENTATIVES,LEE,SUPPLIES AND MATERIALS,97
2021,102,HOUSE OF REPRESENTATIVES,LEON,SUPPLIES AND MATERIALS,144
2021,102,HOUSE OF REPRESENTATIVES,LIBERTY,SUPPLIES AND MATERIALS,45
2021,102,HOUSE OF REPRESENTATIVES,LIPSCOMB,SUPPLIES AND MATERIALS,45
2021,102,HOUSE OF REPRESENTATIVES,LLANO,SUPPLIES AND MATERIALS,52
2021,102,HOUSE OF REPRESENTATIVES,LUBBOCK,SUPPLIES AND MATERIALS,306.8
2021,102,HOUSE OF REPRESENTATIVES,LYNN,SUPPLIES AND MATERIALS,35
2021,102,HOUSE OF REPRESENTATIVES,MARION,SUPPLIES AND MATERIALS,45
2021,102,HOUSE OF REPRESENTATIVES,MARTIN,SUPPLIES AND MATERIALS,42
2021,102,HOUSE OF REPRESENTATIVES,MASON,SUPPLIES AND MATERIALS,52
2021,102,HOUSE OF REPRESENTATIVES,MCLENNAN,SUPPLIES AND MATERIALS,299.4
2021,102,HOUSE OF REPRESENTATIVES,MEDINA,SUPPLIES AND MATERIALS,84
2021,102,HOUSE OF REPRESENTATIVES,MENARD,SUPPLIES AND MATERIALS,55
2021,102,HOUSE OF REPRESENTATIVES,MIDLAND,SUPPLIES AND MATERIALS,828.39
2021,102,HOUSE OF REPRESENTATIVES,MILAM,SUPPLIES AND MATERIALS,35
2021,102,HOUSE OF REPRESENTATIVES,MITCHELL,SUPPLIES AND MATERIALS,90
2021,102,HOUSE OF REPRESENTATIVES,MOORE,SUPPLIES AND MATERIALS,74.95
2021,102,HOUSE OF REPRESENTATIVES,MORRIS,SUPPLIES AND MATERIALS,110
2021,102,HOUSE OF REPRESENTATIVES,NACOGDOCHES,SUPPLIES AND MATERIALS,208
2021,102,HOUSE OF REPRESENTATIVES,NEWTON,SUPPLIES AND MATERIALS,29
2021,102,HOUSE OF REPRESENTATIVES,NUECES,SUPPLIES AND MATERIALS,29.5
2021,102,HOUSE OF REPRESENTATIVES,OCHILTREE,SUPPLIES AND MATERIALS,30
2021,102,HOUSE OF REPRESENTATIVES,PALO PINTO,SUPPLIES AND MATERIALS,-79.96
