ID,Name,Description,Created,Updated,Link
aj5s-8pui,Summer Meal Programs - All Summer Sites  - Contact and Program Participation Information - Program Period 2019,"About the Dataset This dataset contains contact and program participation information for all summer meal sites approved by TDA to operate during the 2019 program period. Applications to participate in summer programs open on January 15 and close May 1. Changes in site information can occur through August. Summer meal programs operate mid-May through the end of August. An overview of all summer meal program data available on the Texas Open Data Portal can be found at our TDA Data Overview - Summer Meal Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by April 1 of the active program year. Due to the short duration of the summer meal programs, dataset updates will occur every two weeks until the end of August. All TDA datasets will have a final active update 90 days after the close of the program period. Datasets will be updated at six months and one year from the close of program period before becoming archived. Any data posted during the active update schedule is subject to change. New Data Fields Available CE and site status activeinactive, termination status, termination as of date, and CE application cycle newrenewal are now available on this dataset. These fields have been added to the last columns of the report and data descriptions have been added to the column metadata. A detailed list of TDA Food and Nutrition datasets and data fields available on the Texas Open Data Portal can be downloaded as a PDF here. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program CACFP. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit us at SquareMeals.org.",2019-03-15T20:02:03.000Z,2023-09-12T20:59:45.000Z,https://data.texas.gov/dataset/Summer-Meal-Programs-All-Summer-Sites-Contact-and-/aj5s-8pui
kgpb-mxxd,CPS 3.2 Children in Substitute Care by Placement Type on August 31 FY2015-2024,"Children in DFPS custody are those for whom a court has appointed DFPS legal responsibility through temporary or permanent managing conservatorship or other court ordered legal basis. These children may be residing in substitute care or may be living with a parent, referred to as a return and monitor. DFPS legal responsibility terminates when a court orders DFPS custody ended or a youth turns 18, whichever comes first. Substitute care - all children who are living in a DFPS out of home placement. It does not include children in DFPS custody who are living with a parent on a return and monitor. Unless otherwise noted, it does include youth over 18 who are in extended foster care but are not in DFPS custody. Kinship care- a subset of substitute care that includes all children in DFPS custody who are living with a legal or blood relative or other individual who has a significant relationship with the child or the childs family known as fictive kin. Foster care - a subset of substitute care that includes all children living in a placement that has been verified to provide 24-hour residential care for a child, in accordance with Chapter 42 of the Human Resources Code and related regulations. These placements include foster homes, including kinship care where the caregiver has been verified, general residential operations GRO, emergency shelters, residential treatment centers RTC, and juvenile facilities. Paid foster care - a subset of foster care where DFPS is making foster care payments. Visit httpswww.dfps.texas.gov for information on substitute care placements and all DFPS programs.",2017-01-30T16:53:50.000Z,2025-01-29T21:40:32.000Z,https://data.texas.gov/dataset/CPS-3-2-Children-in-Substitute-Care-by-Placement-T/kgpb-mxxd
x5xb-idr6,CPI 1.1 Texas Child Population (ages 0-17) by County 2015-2024,"As recommended by the Health and Human Services Commission HHSC to ensure consistency across all HHSC agencies, in 2012 DFPS adopted the HHSC methodology on how to categorize race and ethnicity. As a result, data broken down by race and ethnicity in 2012 and after is not directly comparable to race and ethnicity data in 2011 and before. The population totals may not match previously printed DFPS Data Books. Past population estimates are adjusted based on the U.S. Census data as it becomes available. This is important to keep the data in line with current best practices, but may cause some past counts, such as AbuseNeglect Victims per 1,000 Texas Children, to be recalculated. Population Data Source - Population Estimates and Projections Program, Texas State Data Center, Office of the State Demographer and the Institute for Demographic and Socioeconomic Research, The University of Texas at San Antonio. Current population estimates and projections data as of December 2020. Visit dfps.texas.gov for information on all DFPS programs.",2017-03-16T20:24:58.000Z,2025-01-29T21:23:26.000Z,https://data.texas.gov/dataset/CPI-1-1-Texas-Child-Population-ages-0-17-by-County/x5xb-idr6
j5fk-64au,Registered Vehicles by County,Total vehicle registration counts per month by county,2022-05-04T18:54:47.000Z,2022-05-04T19:01:27.000Z,https://data.texas.gov/dataset/Registered-Vehicles-by-County/j5fk-64au
kvqi-vsrr,"Business relationships between agents, agencies, adjusters, and insurance companies","This data set includes a row for each type of non-appointment relationship between an insurance agent, agency, adjuster, and businesses and an insurance company or another person or business approved to manage insurance-related products or claims. To view a list of formal designations, or appointments, for agents to represent a regulated company, go to Active insurance company appointments for agents and adjusters. To view a list of formal designations, or appointments, for agencies to represent a regulated company, go to Active insurance company appointments for agencies and businesses.",2021-10-05T19:33:44.000Z,2025-02-24T06:14:58.000Z,https://data.texas.gov/dataset/Business-relationships-between-agents-agencies-adj/kvqi-vsrr
deed-e7u6,Direct Pay Taxpayers with Active Permits,This file contains a list of entities that have an active direct payment permit for paying Texas sales and use taxes.,2018-08-24T13:27:23.000Z,2025-02-21T10:32:15.000Z,https://data.texas.gov/dataset/Direct-Pay-Taxpayers-with-Active-Permits/deed-e7u6
5eri-a9fr,Texas Department of Transportation Traffic Safety Data Portal: Pedestrians and Pedalcyclists,See pedestrians and pedalcyclists traffic fatality trending data and incident map.,2021-10-18T21:35:43.000Z,2024-09-03T15:04:05.175Z,https://data.texas.gov/stories/s/5eri-a9fr
nk79-w2cs,TDA Data Overview - Food and Nutrition Programs Open Data,Summary of datasets available for Texas Department of Agriculture Food and Nutrition Programs.,2019-03-12T19:08:10.000Z,2023-09-13T14:59:59.353Z,https://data.texas.gov/stories/s/nk79-w2cs
cvjb-eurw,Eminent Domain Data,"The Eminent Domain Data table includes information about the entities that have reported to the Comptrollers office, their contact information, and whether they have used their eminent domain authority through filing a condemnation petition. Each report includes a unique ID number that can be used to reference data in the Provision Data and Project Data tables. The data included in the reports was submitted by the entities, and entities are required to update the data within 90 days of changes to their information. The Comptrollers office is not able to guarantee the accuracy of the data. The table is updated daily and includes entity names, entity types, phone numbers, addresses, email and web addresses, and points of contact. Each report specifies whether the entity used their eminent domain authority by filing a condemnation petition in the preceding year. If the report was filed by a third party, the third partys name, contact information, and relationship to the entity is also listed.",2016-08-03T18:16:08.000Z,2025-02-24T09:01:12.000Z,https://data.texas.gov/dataset/Eminent-Domain-Data/cvjb-eurw
vxxj-htmy,International Fuel Tax Agreement Taxpayers,This file contains a list of International Fuel Tax Agreement IFTA Licensees in Texas.,2018-08-24T13:33:53.000Z,2025-02-22T11:39:44.000Z,https://data.texas.gov/dataset/International-Fuel-Tax-Agreement-Taxpayers/vxxj-htmy
xf8u-zfz8,"Mixed Beverage Taxes, City and County",These entities received mixed beverage tax revenue from permit holders located in the city or county respectively. See httpscomptroller.texas.govaboutpoliciesprivacy.php for more information on our agencys privacy and security policies.,2016-07-19T15:40:48.000Z,2025-02-20T02:14:53.000Z,https://data.texas.gov/dataset/Mixed-Beverage-Taxes-City-and-County/xf8u-zfz8
y9ze-ft94,Title agency & title direct operations – appointments by county and underwriter,This data set includes a row for each active underwriter appointment by county for Title Agencies and Title Direct Operations.,2021-09-22T19:11:26.000Z,2025-02-24T06:32:15.000Z,https://data.texas.gov/dataset/Title-agency-title-direct-operations-appointments-/y9ze-ft94
eiei-9rpf,CapMetro Vehicle Positions PB File,This dataset was switched to a new source on 3272019. Their may be some schema differences. Capital Metro Vehicle positions in Protocol Buffer format updated every 15 seconds.,2015-09-28T23:37:46.000Z,2025-02-25T04:23:18.000Z,https://data.texas.gov/Transportation/CapMetro-Vehicle-Positions-PB-File/eiei-9rpf
ipyh-z9mx,Emergency Services Billing Rates - Code Rates,"The Texas Department of Insurance TDI collects and reports information about billing rates for emergency service providers by procedure code as set by the political subdivisions. The procedure codes include Healthcare Common Procedure Coding System HCPCS Codes and any other codes reported by the political subdivisions. This dataset lists the codes and the rates for residents of that political subdivision and for non-residents if that rate differs. There is a row for each procedure code and the rates set by a political subdivision. Political subdivisions with more than one code with a rate set will be listed in multiple rows. The data includes the year and quarter the information applies to as well as the date the political subdivision submitted their report. The Texas Legislature amended Texas Insurance Code Chapter 38 via Senate Bill 2476 during the 88th session to add reporting relating to consumer protections against certain medical and health care billing by emergency medical services providers. A political subdivision may submit to the department a rate set, controlled, or regulated by the political subdivision for emergency services.  For contact information, refer to dataset Emergency Services Billing Rates - Contact List.  For National Provider Identifier Standard NPI information reported in each political subdivision, refer to dataset Emergency Services Billing Rates - NPI.  For ZIP codes within political subdivisions, refer to dataset Emergency Services Billing Rates - ZIPs. Users are responsible for reviewing and updating data before the submission deadlines. Information entered or found in this dataset is subject to change. Visit TDIs web site disclaimer for more information. For more information related to this data, visit TDIs FAQ page.",2023-07-27T14:18:30.000Z,2024-02-08T12:39:46.000Z,https://data.texas.gov/dataset/Emergency-Services-Billing-Rates-Code-Rates/ipyh-z9mx
